"","genus","species","latbi","commonName","symbol","phase","year","doy","numYs","plantNickname"
"13957","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","flowers",2021,139,1,"925-79*B"
"13959","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","openFlowers",2021,119,1,"925-79*B"
"13962","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","recentFruitOrSeedDrop",2021,268,1,"925-79*B"
"13963","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","fruits",2021,134,1,"925-79*B"
"13964","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","budburst",2021,108,1,"12843*A"
"13969","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","ripeFruits",2021,211,1,"12843*A"
"13973","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","increasingLeafSize",2021,114,1,"12843*A"
"13976","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","leafDrop",2021,261,1,"12843*A"
"13977","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","leafout",2021,114,1,"12843*A"
"13980","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","coloredLeaves",2021,261,1,"12843*A"
"13981","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","flowers",2021,100,1,"12843*A"
"13982","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","flowers",2021,143,1,"12843*A"
"13983","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","openFlowers",2021,109,1,"12843*A"
"13984","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","pollenRelease",2021,109,1,"12843*A"
"13985","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","recentFruitOrSeedDrop",2021,211,1,"12843*A"
"13989","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","fruits",2021,152,1,"12843*A"
"14018","Betula","nigra","Betula nigra","River birch","BENI","budburst",2021,114,1,"1251-79*B"
"14020","Betula","nigra","Betula nigra","River birch","BENI","budburst",2021,154,1,"1251-79*B"
"14023","Betula","nigra","Betula nigra","River birch","BENI","increasingLeafSize",2021,122,1,"1251-79*B"
"14027","Betula","nigra","Betula nigra","River birch","BENI","leafDrop",2021,261,1,"1251-79*B"
"14028","Betula","nigra","Betula nigra","River birch","BENI","leafout",2021,122,1,"1251-79*B"
"14031","Betula","nigra","Betula nigra","River birch","BENI","coloredLeaves",2021,261,1,"1251-79*B"
"14034","Betula","nigra","Betula nigra","River birch","BENI","flowers",2021,114,1,"1251-79*B"
"14036","Betula","nigra","Betula nigra","River birch","BENI","openFlowers",2021,116,1,"1251-79*B"
"14037","Betula","nigra","Betula nigra","River birch","BENI","pollenRelease",2021,116,1,"1251-79*B"
"14039","Betula","nigra","Betula nigra","River birch","BENI","recentFruitOrSeedDrop",2021,161,1,"1251-79*B"
"14040","Betula","nigra","Betula nigra","River birch","BENI","fruits",2021,134,1,"1251-79*B"
"14041","Betula","nigra","Betula nigra","River birch","BENI","fruits",2021,148,1,"1251-79*B"
"14067","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","budburst",2021,113,1,"20098*A"
"14071","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","increasingLeafSize",2021,120,1,"20098*A"
"14074","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","leafout",2021,115,1,"20098*A"
"14079","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","flowers",2021,131,1,"20098*A"
"14080","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","openFlowers",2021,131,1,"20098*A"
"14081","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","pollenRelease",2021,136,1,"20098*A"
"14083","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","fruits",2021,146,1,"20098*A"
"14085","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","budburst",2021,110,1,"6990*A"
"14089","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","increasingLeafSize",2021,115,1,"6990*A"
"14092","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","leafout",2021,113,1,"6990*A"
"14099","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","fruits",2021,146,1,"6990*A"
"14101","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","budburst",2021,118,1,"2019*S"
"14102","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","ripeFruits",2021,270,1,"2019*S"
"14104","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","increasingLeafSize",2021,126,1,"2019*S"
"14108","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","leafDrop",2021,270,1,"2019*S"
"14109","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","leafout",2021,123,1,"2019*S"
"14110","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","coloredLeaves",2021,243,1,"2019*S"
"14112","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","flowers",2021,126,1,"2019*S"
"14113","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","openFlowers",2021,131,1,"2019*S"
"14116","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","recentFruitOrSeedDrop",2021,270,1,"2019*S"
"14117","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","fruits",2021,152,1,"2019*S"
"14119","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","budburst",2021,113,1,"2019*R"
"14120","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","ripeFruits",2021,265,1,"2019*R"
"14121","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","increasingLeafSize",2021,115,1,"2019*R"
"14122","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","increasingLeafSize",2021,120,1,"2019*R"
"14124","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","leafDrop",2021,288,1,"2019*R"
"14125","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","leafout",2021,113,1,"2019*R"
"14126","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","coloredLeaves",2021,265,1,"2019*R"
"14127","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","flowers",2021,116,1,"2019*R"
"14129","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","flowers",2021,131,1,"2019*R"
"14130","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","openFlowers",2021,131,1,"2019*R"
"14135","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","fruits",2021,146,1,"2019*R"
"14148","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","budburst",2021,115,1,"12907*G"
"14152","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","leafout",2021,124,1,"12907*G"
"14153","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","coloredLeaves",2021,288,1,"12907*G"
"14164","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","budburst",2021,115,1,"12907*I"
"14171","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","leafout",2021,124,1,"12907*I"
"14173","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","coloredLeaves",2021,270,1,"12907*I"
"14178","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","recentFruitOrSeedDrop",2021,261,1,"12907*I"
"14179","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","fruits",2021,159,1,"12907*I"
"14181","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","budburst",2021,115,1,"12907*N"
"14183","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","leafout",2021,166,1,"12907*N"
"14186","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","fruits",2021,166,1,"12907*N"
"14212","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","budburst",2021,120,1,"16611*F"
"14213","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","ripeFruits",2021,145,1,"16611*F"
"14214","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","increasingLeafSize",2021,123,1,"16611*F"
"14218","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","leafDrop",2021,257,1,"16611*F"
"14220","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","leafout",2021,123,1,"16611*F"
"14224","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","coloredLeaves",2021,278,1,"16611*F"
"14225","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","flowers",2021,103,1,"16611*F"
"14226","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","openFlowers",2021,109,1,"16611*F"
"14228","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","recentFruitOrSeedDrop",2021,145,1,"16611*F"
"14229","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","fruits",2021,123,1,"16611*F"
"14231","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","budburst",2021,123,1,"16611*J"
"14233","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","increasingLeafSize",2021,125,1,"16611*J"
"14234","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","leafDrop",2021,257,1,"16611*J"
"14236","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","leafout",2021,125,1,"16611*J"
"14237","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","coloredLeaves",2021,257,1,"16611*J"
"14240","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","openFlowers",2021,113,1,"16611*J"
"14241","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","recentFruitOrSeedDrop",2021,153,1,"16611*J"
"14242","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","fruits",2021,123,1,"16611*J"
"14244","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","budburst",2021,123,1,"16611*K"
"14245","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","ripeFruits",2021,153,1,"16611*K"
"14246","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","increasingLeafSize",2021,125,1,"16611*K"
"14247","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","leafDrop",2021,257,1,"16611*K"
"14249","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","leafout",2021,125,1,"16611*K"
"14250","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","coloredLeaves",2021,257,1,"16611*K"
"14251","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","flowers",2021,103,1,"16611*K"
"14252","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","openFlowers",2021,113,1,"16611*K"
"14253","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","recentFruitOrSeedDrop",2021,153,1,"16611*K"
"14254","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","fruits",2021,123,1,"16611*K"
"14267","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","budburst",2021,123,1,"22099*A"
"14268","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","increasingLeafSize",2021,123,1,"22099*A"
"14269","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","leafDrop",2021,257,1,"22099*A"
"14270","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","leafout",2021,123,1,"22099*A"
"14272","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","coloredLeaves",2021,243,1,"22099*A"
"14273","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","flowers",2021,99,1,"22099*A"
"14275","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","openFlowers",2021,113,1,"22099*A"
"14289","Tilia","americana","Tilia americana","American basswood","TIAM","budburst",2021,110,1,"1323-82*A"
"14290","Tilia","americana","Tilia americana","American basswood","TIAM","ripeFruits",2021,204,1,"1323-82*A"
"14291","Tilia","americana","Tilia americana","American basswood","TIAM","ripeFruits",2021,322,1,"1323-82*A"
"14293","Tilia","americana","Tilia americana","American basswood","TIAM","increasingLeafSize",2021,117,1,"1323-82*A"
"14295","Tilia","americana","Tilia americana","American basswood","TIAM","leafDrop",2021,289,1,"1323-82*A"
"14297","Tilia","americana","Tilia americana","American basswood","TIAM","leafout",2021,117,1,"1323-82*A"
"14298","Tilia","americana","Tilia americana","American basswood","TIAM","coloredLeaves",2021,281,1,"1323-82*A"
"14299","Tilia","americana","Tilia americana","American basswood","TIAM","flowers",2021,127,1,"1323-82*A"
"14300","Tilia","americana","Tilia americana","American basswood","TIAM","flowers",2021,168,1,"1323-82*A"
"14307","Tilia","americana","Tilia americana","American basswood","TIAM","recentFruitOrSeedDrop",2021,204,1,"1323-82*A"
"14310","Tilia","americana","Tilia americana","American basswood","TIAM","fruits",2021,183,1,"1323-82*A"
"14311","Tilia","americana","Tilia americana","American basswood","TIAM","fruits",2021,322,1,"1323-82*A"
"14312","Tilia","americana","Tilia americana","American basswood","TIAM","budburst",2021,114,1,"19804*A"
"14315","Tilia","americana","Tilia americana","American basswood","TIAM","ripeFruits",2021,201,1,"19804*A"
"14316","Tilia","americana","Tilia americana","American basswood","TIAM","increasingLeafSize",2021,121,1,"19804*A"
"14319","Tilia","americana","Tilia americana","American basswood","TIAM","leafDrop",2021,254,1,"19804*A"
"14320","Tilia","americana","Tilia americana","American basswood","TIAM","leafout",2021,119,1,"19804*A"
"14321","Tilia","americana","Tilia americana","American basswood","TIAM","leafout",2021,276,1,"19804*A"
"14324","Tilia","americana","Tilia americana","American basswood","TIAM","coloredLeaves",2021,247,1,"19804*A"
"14325","Tilia","americana","Tilia americana","American basswood","TIAM","flowers",2021,132,1,"19804*A"
"14327","Tilia","americana","Tilia americana","American basswood","TIAM","openFlowers",2021,171,1,"19804*A"
"14329","Tilia","americana","Tilia americana","American basswood","TIAM","recentFruitOrSeedDrop",2021,201,1,"19804*A"
"14330","Tilia","americana","Tilia americana","American basswood","TIAM","fruits",2021,194,1,"19804*A"
"14333","Quercus","alba","Quercus alba","White oak","QUAL","budburst",2021,113,1,"611-2010*A"
"14334","Quercus","alba","Quercus alba","White oak","QUAL","increasingLeafSize",2021,117,1,"611-2010*A"
"14336","Quercus","alba","Quercus alba","White oak","QUAL","leafDrop",2021,301,1,"611-2010*A"
"14337","Quercus","alba","Quercus alba","White oak","QUAL","leafDrop",2021,317,1,"611-2010*A"
"14338","Quercus","alba","Quercus alba","White oak","QUAL","leafout",2021,117,1,"611-2010*A"
"14339","Quercus","alba","Quercus alba","White oak","QUAL","coloredLeaves",2021,289,1,"611-2010*A"
"14342","Tilia","americana","Tilia americana","American basswood","TIAM","budburst",2021,113,1,"17538*A"
"14343","Tilia","americana","Tilia americana","American basswood","TIAM","ripeFruits",2021,206,1,"17538*A"
"14345","Tilia","americana","Tilia americana","American basswood","TIAM","increasingLeafSize",2021,117,1,"17538*A"
"14346","Tilia","americana","Tilia americana","American basswood","TIAM","leafDrop",2021,285,1,"17538*A"
"14348","Tilia","americana","Tilia americana","American basswood","TIAM","leafout",2021,117,1,"17538*A"
"14350","Tilia","americana","Tilia americana","American basswood","TIAM","coloredLeaves",2021,285,1,"17538*A"
"14351","Tilia","americana","Tilia americana","American basswood","TIAM","flowers",2021,131,1,"17538*A"
"14353","Tilia","americana","Tilia americana","American basswood","TIAM","recentFruitOrSeedDrop",2021,206,1,"17538*A"
"14354","Tilia","americana","Tilia americana","American basswood","TIAM","fruits",2021,183,1,"17538*A"
"14360","Tilia","americana","Tilia americana","American basswood","TIAM","budburst",2021,114,1,"7141*A"
"14365","Tilia","americana","Tilia americana","American basswood","TIAM","ripeFruits",2021,261,1,"7141*A"
"14366","Tilia","americana","Tilia americana","American basswood","TIAM","ripeFruits",2021,276,1,"7141*A"
"14370","Tilia","americana","Tilia americana","American basswood","TIAM","increasingLeafSize",2021,114,1,"7141*A"
"14373","Tilia","americana","Tilia americana","American basswood","TIAM","leafDrop",2021,247,1,"7141*A"
"14374","Tilia","americana","Tilia americana","American basswood","TIAM","leafDrop",2021,276,1,"7141*A"
"14375","Tilia","americana","Tilia americana","American basswood","TIAM","leafout",2021,114,1,"7141*A"
"14376","Tilia","americana","Tilia americana","American basswood","TIAM","coloredLeaves",2021,247,1,"7141*A"
"14388","Tilia","americana","Tilia americana","American basswood","TIAM","recentFruitOrSeedDrop",2021,261,1,"7141*A"
"14397","Tilia","americana","Tilia americana","American basswood","TIAM","fruits",2021,261,1,"7141*A"
"14398","Tilia","americana","Tilia americana","American basswood","TIAM","fruits",2021,276,1,"7141*A"
"14402","Tilia","americana","Tilia americana","American basswood","TIAM","budburst",2021,108,1,"17527*D"
"14405","Tilia","americana","Tilia americana","American basswood","TIAM","ripeFruits",2021,211,1,"17527*D"
"14406","Tilia","americana","Tilia americana","American basswood","TIAM","increasingLeafSize",2021,109,1,"17527*D"
"14408","Tilia","americana","Tilia americana","American basswood","TIAM","leafDrop",2021,213,1,"17527*D"
"14409","Tilia","americana","Tilia americana","American basswood","TIAM","leafout",2021,109,1,"17527*D"
"14412","Tilia","americana","Tilia americana","American basswood","TIAM","coloredLeaves",2021,211,1,"17527*D"
"14413","Tilia","americana","Tilia americana","American basswood","TIAM","flowers",2021,126,1,"17527*D"
"14414","Tilia","americana","Tilia americana","American basswood","TIAM","openFlowers",2021,169,1,"17527*D"
"14417","Tilia","americana","Tilia americana","American basswood","TIAM","recentFruitOrSeedDrop",2021,211,1,"17527*D"
"14419","Tilia","americana","Tilia americana","American basswood","TIAM","recentFruitOrSeedDrop",2021,270,1,"17527*D"
"14420","Tilia","americana","Tilia americana","American basswood","TIAM","fruits",2021,185,1,"17527*D"
"14421","Tilia","americana","Tilia americana","American basswood","TIAM","fruits",2021,201,1,"17527*D"
"14431","Acer","saccharum","Acer saccharum","Sugar maple","ACSA3","budburst",2021,109,1,"187-2006*B"
"14432","Acer","saccharum","Acer saccharum","Sugar maple","ACSA3","budburst",2021,122,1,"187-2006*B"
"14434","Acer","saccharum","Acer saccharum","Sugar maple","ACSA3","ripeFruits",2021,222,1,"187-2006*B"
"14436","Acer","saccharum","Acer saccharum","Sugar maple","ACSA3","ripeFruits",2021,270,1,"187-2006*B"
"14438","Acer","saccharum","Acer saccharum","Sugar maple","ACSA3","increasingLeafSize",2021,126,1,"187-2006*B"
"14440","Acer","saccharum","Acer saccharum","Sugar maple","ACSA3","leafDrop",2021,276,1,"187-2006*B"
"14442","Acer","saccharum","Acer saccharum","Sugar maple","ACSA3","leafout",2021,126,1,"187-2006*B"
"14444","Acer","saccharum","Acer saccharum","Sugar maple","ACSA3","coloredLeaves",2021,276,1,"187-2006*B"
"14446","Acer","saccharum","Acer saccharum","Sugar maple","ACSA3","flowers",2021,121,1,"187-2006*B"
"14447","Acer","saccharum","Acer saccharum","Sugar maple","ACSA3","openFlowers",2021,121,1,"187-2006*B"
"14451","Acer","saccharum","Acer saccharum","Sugar maple","ACSA3","recentFruitOrSeedDrop",2021,283,1,"187-2006*B"
"14452","Acer","saccharum","Acer saccharum","Sugar maple","ACSA3","fruits",2021,134,1,"187-2006*B"
"14457","Acer","saccharum","Acer saccharum","Sugar maple","ACSA3","fruits",2021,211,1,"187-2006*B"
"14458","Acer","saccharum","Acer saccharum","Sugar maple","ACSA3","budburst",2021,101,1,"22834*B"
"14460","Acer","saccharum","Acer saccharum","Sugar maple","ACSA3","ripeFruits",2021,203,1,"22834*B"
"14464","Acer","saccharum","Acer saccharum","Sugar maple","ACSA3","ripeFruits",2021,254,1,"22834*B"
"14465","Acer","saccharum","Acer saccharum","Sugar maple","ACSA3","ripeFruits",2021,268,1,"22834*B"
"14467","Acer","saccharum","Acer saccharum","Sugar maple","ACSA3","increasingLeafSize",2021,104,1,"22834*B"
"14468","Acer","saccharum","Acer saccharum","Sugar maple","ACSA3","increasingLeafSize",2021,126,1,"22834*B"
"14471","Acer","saccharum","Acer saccharum","Sugar maple","ACSA3","leafDrop",2021,276,1,"22834*B"
"14473","Acer","saccharum","Acer saccharum","Sugar maple","ACSA3","leafout",2021,103,1,"22834*B"
"14474","Acer","saccharum","Acer saccharum","Sugar maple","ACSA3","leafout",2021,126,1,"22834*B"
"14479","Acer","saccharum","Acer saccharum","Sugar maple","ACSA3","coloredLeaves",2021,276,1,"22834*B"
"14480","Acer","saccharum","Acer saccharum","Sugar maple","ACSA3","coloredLeaves",2021,297,1,"22834*B"
"14484","Acer","saccharum","Acer saccharum","Sugar maple","ACSA3","flowers",2021,91,1,"22834*B"
"14485","Acer","saccharum","Acer saccharum","Sugar maple","ACSA3","flowers",2021,98,1,"22834*B"
"14488","Acer","saccharum","Acer saccharum","Sugar maple","ACSA3","openFlowers",2021,101,1,"22834*B"
"14490","Acer","saccharum","Acer saccharum","Sugar maple","ACSA3","pollenRelease",2021,109,1,"22834*B"
"14492","Acer","saccharum","Acer saccharum","Sugar maple","ACSA3","recentFruitOrSeedDrop",2021,203,1,"22834*B"
"14496","Acer","saccharum","Acer saccharum","Sugar maple","ACSA3","recentFruitOrSeedDrop",2021,254,1,"22834*B"
"14497","Acer","saccharum","Acer saccharum","Sugar maple","ACSA3","recentFruitOrSeedDrop",2021,268,1,"22834*B"
"14499","Acer","saccharum","Acer saccharum","Sugar maple","ACSA3","fruits",2021,121,1,"22834*B"
"14501","Acer","saccharum","Acer saccharum","Sugar maple","ACSA3","budburst",2021,99,1,"689-2010*A"
"14502","Acer","saccharum","Acer saccharum","Sugar maple","ACSA3","budburst",2021,118,1,"689-2010*A"
"14506","Acer","saccharum","Acer saccharum","Sugar maple","ACSA3","ripeFruits",2021,187,1,"689-2010*A"
"14510","Acer","saccharum","Acer saccharum","Sugar maple","ACSA3","increasingLeafSize",2021,110,1,"689-2010*A"
"14511","Acer","saccharum","Acer saccharum","Sugar maple","ACSA3","leafDrop",2021,289,1,"689-2010*A"
"14512","Acer","saccharum","Acer saccharum","Sugar maple","ACSA3","leafDrop",2021,301,1,"689-2010*A"
"14515","Acer","saccharum","Acer saccharum","Sugar maple","ACSA3","leafout",2021,110,1,"689-2010*A"
"14517","Acer","saccharum","Acer saccharum","Sugar maple","ACSA3","coloredLeaves",2021,289,1,"689-2010*A"
"14518","Acer","saccharum","Acer saccharum","Sugar maple","ACSA3","flowers",2021,96,1,"689-2010*A"
"14519","Acer","saccharum","Acer saccharum","Sugar maple","ACSA3","openFlowers",2021,99,1,"689-2010*A"
"14521","Acer","saccharum","Acer saccharum","Sugar maple","ACSA3","pollenRelease",2021,117,1,"689-2010*A"
"14524","Acer","saccharum","Acer saccharum","Sugar maple","ACSA3","recentFruitOrSeedDrop",2021,187,1,"689-2010*A"
"14526","Acer","saccharum","Acer saccharum","Sugar maple","ACSA3","fruits",2021,118,1,"689-2010*A"
"14528","Acer","rubrum","Acer rubrum","Red maple","ACRU","budburst",2021,101,1,"1196-84*A"
"14530","Acer","rubrum","Acer rubrum","Red maple","ACRU","increasingLeafSize",2021,114,1,"1196-84*A"
"14532","Acer","rubrum","Acer rubrum","Red maple","ACRU","leafout",2021,114,1,"1196-84*A"
"14536","Acer","rubrum","Acer rubrum","Red maple","ACRU","flowers",2021,86,1,"1196-84*A"
"14537","Acer","rubrum","Acer rubrum","Red maple","ACRU","flowers",2021,101,1,"1196-84*A"
"14538","Acer","rubrum","Acer rubrum","Red maple","ACRU","openFlowers",2021,86,1,"1196-84*A"
"14539","Acer","rubrum","Acer rubrum","Red maple","ACRU","openFlowers",2021,101,1,"1196-84*A"
"14541","Acer","rubrum","Acer rubrum","Red maple","ACRU","fruits",2021,104,1,"1196-84*A"
"14557","Acer","rubrum","Acer rubrum","Red maple","ACRU","budburst",2021,101,1,"15350*A"
"14560","Acer","rubrum","Acer rubrum","Red maple","ACRU","increasingLeafSize",2021,114,1,"15350*A"
"14562","Acer","rubrum","Acer rubrum","Red maple","ACRU","leafDrop",2021,254,1,"15350*A"
"14563","Acer","rubrum","Acer rubrum","Red maple","ACRU","leafDrop",2021,268,1,"15350*A"
"14564","Acer","rubrum","Acer rubrum","Red maple","ACRU","leafout",2021,114,1,"15350*A"
"14571","Acer","rubrum","Acer rubrum","Red maple","ACRU","coloredLeaves",2021,236,1,"15350*A"
"14574","Acer","rubrum","Acer rubrum","Red maple","ACRU","flowers",2021,81,1,"15350*A"
"14575","Acer","rubrum","Acer rubrum","Red maple","ACRU","openFlowers",2021,84,1,"15350*A"
"14576","Acer","rubrum","Acer rubrum","Red maple","ACRU","pollenRelease",2021,86,1,"15350*A"
"14577","Acer","rubrum","Acer rubrum","Red maple","ACRU","pollenRelease",2021,93,1,"15350*A"
"14578","Acer","rubrum","Acer rubrum","Red maple","ACRU","pollenRelease",2021,100,1,"15350*A"
"14582","Acer","rubrum","Acer rubrum","Red maple","ACRU","flowers",2021,93,1,"525-2009*A"
"14583","Acer","rubrum","Acer rubrum","Red maple","ACRU","openFlowers",2021,93,1,"525-2009*A"
"14587","Acer","rubrum","Acer rubrum","Red maple","ACRU","increasingLeafSize",2021,122,1,"524-2009*A"
"14589","Acer","rubrum","Acer rubrum","Red maple","ACRU","leafout",2021,122,1,"524-2009*A"
"14592","Acer","rubrum","Acer rubrum","Red maple","ACRU","flowers",2021,93,1,"524-2009*A"
"14594","Acer","rubrum","Acer rubrum","Red maple","ACRU","openFlowers",2021,93,1,"524-2009*A"
"14598","Acer","rubrum","Acer rubrum","Red maple","ACRU","fruits",2021,109,1,"524-2009*A"
"14807","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","budburst",2022,115,1,"12651*I"
"14812","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","increasingLeafSize",2022,115,1,"12651*I"
"14813","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","leafDrop",2022,227,1,"12651*I"
"14814","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","leafout",2022,115,1,"12651*I"
"14815","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","coloredLeaves",2022,199,1,"12651*I"
"14816","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","flowers",2022,115,1,"12651*I"
"14817","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","openFlowers",2022,128,1,"12651*I"
"14821","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","fruits",2022,140,1,"12651*I"
"14822","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","budburst",2022,106,1,"925-79*B"
"14824","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","ripeFruits",2022,244,1,"925-79*B"
"14826","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","ripeFruits",2022,258,1,"925-79*B"
"14827","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","increasingLeafSize",2022,107,1,"925-79*B"
"14828","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","increasingLeafSize",2022,138,1,"925-79*B"
"14830","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","leafDrop",2022,202,1,"925-79*B"
"14831","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","leafDrop",2022,248,1,"925-79*B"
"14832","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","leafDrop",2022,257,1,"925-79*B"
"14833","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","leafDrop",2022,279,1,"925-79*B"
"14834","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","leafout",2022,107,1,"925-79*B"
"14835","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","leafout",2022,279,1,"925-79*B"
"14837","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","coloredLeaves",2022,168,1,"925-79*B"
"14840","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","coloredLeaves",2022,202,1,"925-79*B"
"14841","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","coloredLeaves",2022,279,1,"925-79*B"
